name,rate,votes,location,cuisines,approx_cost(for two people),online_order,book_table
Subway,4.9,1335,JP Nagar,North Indian,800,No,Yes
KFC,4.2,2042,Koramangala,North Indian,900,No,Yes
McDonald's,3.8,902,JP Nagar,Cafe,1400,No,No
Domino's Pizza,4.7,2231,Whitefield,Biryani,900,No,No
Local Restaurant 1665,3.8,130,BTM,Italian,600,Yes,Yes
Domino's Pizza,3.4,960,Indiranagar,American,1400,Yes,Yes
Local Restaurant 1667,3.4,567,Indiranagar,Multi Cuisine,700,No,Yes
Empire Restaurant,3.7,382,Indiranagar,Chinese,1200,Yes,Yes
Local Restaurant 1669,4.4,2031,Banashankari,North Indian,1000,Yes,Yes
KFC,3.6,2280,Whitefield,Fast Food,500,Yes,No
Empire Restaurant,4.2,945,Indiranagar,North Indian,1000,Yes,No
KFC,3.3,2210,Koramangala,Cafe,400,No,No
Meghana Foods,4.1,1994,Whitefield,Chinese,800,Yes,No
Local Restaurant 1674,3.7,2189,JP Nagar,Multi Cuisine,1400,Yes,No
KFC,3.9,134,Whitefield,South Indian,700,Yes,No
McDonald's,3.9,632,HSR,Italian,1000,Yes,No
Local Restaurant 1677,3.8,2192,JP Nagar,Pizza,700,Yes,Yes
Burger King,4.8,1275,Koramangala,Italian,1000,No,No
Burger King,4.4,910,JP Nagar,American,1000,Yes,No
Cafe Coffee Day,3.4,153,Koramangala,Biryani,500,Yes,No
Local Restaurant 1681,4.0,1057,Whitefield,Biryani,500,No,No
Subway,4.8,1401,Indiranagar,Italian,900,No,Yes
Local Restaurant 1683,3.3,2232,Banashankari,American,900,No,Yes
KFC,4.6,437,Marathahalli,Biryani,400,No,No
Subway,4.4,680,Indiranagar,Chinese,1200,Yes,Yes
KFC,3.8,1854,Jayanagar,Multi Cuisine,800,Yes,No
Local Restaurant 1687,4.7,735,Banashankari,Italian,1400,No,Yes
Domino's Pizza,3.3,65,Indiranagar,South Indian,1000,No,No
Subway,4.6,1740,Marathahalli,Pizza,1000,No,No
KFC,4.3,1330,Koramangala,Biryani,500,No,Yes
Pizza Hut,3.2,543,Banashankari,American,500,Yes,Yes
Burger King,3.9,2070,Banashankari,Italian,1200,No,No
Empire Restaurant,3.7,937,Whitefield,South Indian,700,Yes,Yes
Meghana Foods,4.3,2427,Koramangala,Fast Food,600,Yes,No
Empire Restaurant,3.8,59,Indiranagar,North Indian,600,Yes,Yes
Meghana Foods,3.5,141,Jayanagar,Pizza,1400,Yes,Yes
Pizza Hut,4.1,1325,Jayanagar,Chinese,400,Yes,No
Truffles,3.7,538,Whitefield,Italian,500,No,Yes
Burger King,3.9,1223,JP Nagar,Cafe,400,No,No
KFC,3.8,1549,MG Road,South Indian,500,Yes,No
Truffles,4.1,1055,Whitefield,Chinese,500,Yes,No
Truffles,3.9,1931,Whitefield,Biryani,400,No,No
Local Restaurant 1703,4.2,592,BTM,Italian,400,Yes,Yes
KFC,4.1,1437,Marathahalli,Chinese,1000,Yes,Yes
Pizza Hut,4.6,2036,Jayanagar,Fast Food,600,No,No
Subway,3.3,1289,BTM,Multi Cuisine,600,Yes,Yes
KFC,4.5,660,JP Nagar,Chinese,1000,Yes,No
Cafe Coffee Day,4.7,933,BTM,Pizza,900,No,Yes
Truffles,3.7,1589,Marathahalli,Pizza,700,Yes,Yes
Subway,4.7,1571,BTM,Multi Cuisine,700,Yes,Yes
Truffles,3.5,840,Indiranagar,Italian,1200,No,No
Meghana Foods,3.6,2355,JP Nagar,Fast Food,400,Yes,No
Empire Restaurant,3.3,1363,JP Nagar,Biryani,1200,No,No
Subway,3.9,1042,BTM,Fast Food,500,No,No
Empire Restaurant,3.7,815,Marathahalli,Fast Food,1200,No,No
Burger King,3.3,2438,Jayanagar,South Indian,700,Yes,Yes
Domino's Pizza,3.5,289,Indiranagar,Pizza,1200,Yes,Yes
Subway,4.6,572,BTM,Multi Cuisine,600,No,No
Cafe Coffee Day,3.5,1673,Indiranagar,Pizza,600,Yes,Yes
Empire Restaurant,4.0,239,Whitefield,Fast Food,600,No,No
Cafe Coffee Day,3.9,1568,BTM,Biryani,900,Yes,No
Meghana Foods,3.5,274,Marathahalli,Italian,1000,Yes,Yes
KFC,4.4,1718,Whitefield,Cafe,500,Yes,No
Local Restaurant 1724,4.2,801,BTM,Biryani,400,No,No
Local Restaurant 1725,3.8,2109,BTM,American,1400,Yes,Yes
Cafe Coffee Day,3.5,646,Koramangala,Pizza,500,Yes,Yes
Subway,4.6,919,Jayanagar,North Indian,1400,No,No
Subway,4.4,2241,Jayanagar,North Indian,700,Yes,Yes
Local Restaurant 1729,3.6,1031,Banashankari,Biryani,1400,No,No
Meghana Foods,3.8,1452,HSR,South Indian,1200,No,No
Cafe Coffee Day,3.3,1193,Marathahalli,North Indian,700,Yes,No
KFC,3.6,885,Whitefield,South Indian,1400,No,Yes
Meghana Foods,4.4,1276,Whitefield,Chinese,1200,No,Yes
McDonald's,3.7,643,HSR,Cafe,1200,Yes,No
Subway,3.9,2192,BTM,American,800,No,No
Empire Restaurant,4.4,1565,Whitefield,Italian,800,Yes,No
Burger King,4.5,1674,Indiranagar,American,1200,Yes,Yes
Subway,3.7,1551,Koramangala,Fast Food,1200,Yes,No
Domino's Pizza,4.5,329,HSR,Biryani,800,Yes,No
Local Restaurant 1740,4.8,1521,Koramangala,American,900,Yes,Yes
Burger King,3.6,1770,Marathahalli,Pizza,1200,Yes,No
Cafe Coffee Day,4.2,1693,Jayanagar,Multi Cuisine,600,No,Yes
McDonald's,3.5,1353,BTM,Italian,700,No,Yes
Cafe Coffee Day,4.7,762,HSR,Fast Food,600,Yes,No
Pizza Hut,3.5,1562,JP Nagar,North Indian,1400,Yes,No
Subway,3.8,1928,BTM,North Indian,500,No,Yes
Local Restaurant 1747,3.9,2399,BTM,Multi Cuisine,1000,Yes,No
KFC,4.0,1217,MG Road,Biryani,1000,No,No
Subway,3.8,1017,Jayanagar,American,400,No,Yes
Meghana Foods,4.0,1807,Jayanagar,Multi Cuisine,500,No,Yes
Cafe Coffee Day,3.7,2026,Jayanagar,Italian,600,Yes,No
KFC,4.6,567,Jayanagar,American,1200,No,Yes
Empire Restaurant,4.4,1173,MG Road,American,900,No,Yes
Cafe Coffee Day,3.4,365,Marathahalli,American,1000,No,Yes
Truffles,4.5,1801,MG Road,Fast Food,700,No,Yes
Meghana Foods,3.5,1867,BTM,Multi Cuisine,1200,Yes,No
Local Restaurant 1757,3.4,585,MG Road,Biryani,1000,Yes,No
Local Restaurant 1758,4.3,158,HSR,Chinese,900,Yes,Yes
Cafe Coffee Day,4.7,2405,HSR,South Indian,1000,No,Yes
Subway,4.4,1377,BTM,North Indian,500,Yes,Yes
Burger King,4.3,2213,Indiranagar,Pizza,1000,No,No
Pizza Hut,4.2,1941,Koramangala,Fast Food,400,No,No
Domino's Pizza,4.3,2115,MG Road,American,800,No,Yes
McDonald's,3.9,2398,MG Road,American,900,No,No
Subway,4.6,402,JP Nagar,Pizza,700,No,No
Subway,4.3,1617,Whitefield,Chinese,500,No,Yes
Local Restaurant 1767,3.8,242,Banashankari,Fast Food,400,Yes,No
Domino's Pizza,4.6,851,MG Road,Chinese,500,No,No
McDonald's,4.5,122,Indiranagar,Multi Cuisine,600,No,No
Meghana Foods,4.1,674,Whitefield,Cafe,400,Yes,Yes
Empire Restaurant,4.0,2433,Banashankari,Italian,1400,No,No
Subway,3.3,1369,Indiranagar,Chinese,900,No,Yes
KFC,4.6,1682,Indiranagar,Cafe,400,No,No
Pizza Hut,3.7,463,HSR,North Indian,1000,Yes,No
Empire Restaurant,4.0,1028,Marathahalli,Chinese,1000,No,No
Meghana Foods,4.6,1054,Whitefield,Cafe,1400,No,No
Local Restaurant 1777,3.7,423,Whitefield,Cafe,400,No,No
Local Restaurant 1778,3.8,1864,BTM,Fast Food,1400,No,No
McDonald's,3.5,81,BTM,Biryani,700,Yes,No
Meghana Foods,3.2,432,Jayanagar,Multi Cuisine,800,Yes,Yes
KFC,3.8,1193,MG Road,Italian,1000,No,Yes
Local Restaurant 1782,3.9,1814,Banashankari,Italian,700,No,Yes
Cafe Coffee Day,4.0,196,Whitefield,Cafe,900,Yes,No
Meghana Foods,4.1,1685,Banashankari,Italian,400,Yes,No
Local Restaurant 1785,4.2,1325,JP Nagar,Pizza,800,Yes,Yes
Local Restaurant 1786,4.5,939,Whitefield,Pizza,400,No,No
Pizza Hut,4.0,690,JP Nagar,Multi Cuisine,1000,Yes,No
Pizza Hut,3.8,709,Marathahalli,Biryani,400,No,Yes
Subway,4.1,369,Indiranagar,North Indian,800,Yes,Yes
Meghana Foods,3.7,258,HSR,American,400,No,No
McDonald's,3.8,929,Indiranagar,Multi Cuisine,700,No,No
Local Restaurant 1792,3.3,273,Indiranagar,Pizza,600,No,Yes
Burger King,4.7,849,Indiranagar,Chinese,500,No,Yes
Cafe Coffee Day,3.4,1474,Jayanagar,South Indian,1400,No,Yes
Cafe Coffee Day,4.3,291,JP Nagar,Pizza,600,No,Yes
Meghana Foods,4.8,2406,Whitefield,Multi Cuisine,1000,Yes,Yes
Meghana Foods,4.2,2284,Whitefield,American,500,Yes,No
McDonald's,3.7,1191,Whitefield,Multi Cuisine,700,Yes,Yes
Pizza Hut,3.3,1976,HSR,North Indian,900,Yes,Yes
Burger King,3.8,993,Marathahalli,Chinese,1000,No,Yes
Cafe Coffee Day,4.4,975,Koramangala,South Indian,1400,Yes,Yes
Local Restaurant 1802,3.4,746,Marathahalli,Pizza,900,Yes,No
Pizza Hut,3.4,2060,HSR,Biryani,700,Yes,Yes
Burger King,3.3,618,Jayanagar,Fast Food,600,No,No
McDonald's,3.2,1515,Jayanagar,Chinese,800,No,Yes
Cafe Coffee Day,4.8,1760,Whitefield,Italian,800,Yes,No
Pizza Hut,4.5,1215,Koramangala,South Indian,1200,Yes,No
Local Restaurant 1808,3.6,1698,Marathahalli,Fast Food,400,Yes,Yes
Empire Restaurant,3.8,989,Indiranagar,Multi Cuisine,600,Yes,Yes
Domino's Pizza,4.3,1633,Indiranagar,Chinese,700,Yes,No
Truffles,3.3,830,JP Nagar,American,900,Yes,Yes
KFC,4.7,2163,JP Nagar,Fast Food,700,Yes,No
Pizza Hut,4.6,389,Banashankari,Italian,700,Yes,No
Local Restaurant 1814,4.7,1139,Koramangala,Chinese,600,Yes,No
Meghana Foods,4.6,2153,Whitefield,Fast Food,500,No,No
KFC,4.7,1941,Jayanagar,Biryani,400,Yes,No
Domino's Pizza,4.5,2224,Indiranagar,Cafe,1000,No,No
Meghana Foods,4.2,2084,BTM,Chinese,500,No,Yes
Subway,4.8,1010,Whitefield,Pizza,1000,No,Yes
Local Restaurant 1820,3.4,1441,Banashankari,Pizza,1400,Yes,Yes
Local Restaurant 1821,3.9,2231,Indiranagar,American,900,Yes,No
Meghana Foods,3.5,2264,Marathahalli,Cafe,700,No,Yes
KFC,4.0,1742,JP Nagar,Italian,1200,No,No
KFC,4.1,2255,JP Nagar,Pizza,600,Yes,No
Domino's Pizza,3.8,1415,Indiranagar,North Indian,900,Yes,No
Local Restaurant 1826,3.8,2329,JP Nagar,Multi Cuisine,1000,No,Yes
Cafe Coffee Day,3.8,121,BTM,American,600,No,No
KFC,4.2,2346,Jayanagar,Fast Food,1400,Yes,Yes
McDonald's,4.0,523,BTM,South Indian,400,No,Yes
Empire Restaurant,3.2,1963,Marathahalli,Cafe,500,No,No
Local Restaurant 1831,4.9,391,Koramangala,Multi Cuisine,800,No,Yes
Burger King,3.9,1022,HSR,Fast Food,500,No,Yes
Subway,4.6,1521,BTM,Chinese,400,Yes,Yes
Cafe Coffee Day,4.7,2437,Koramangala,Pizza,1200,No,No
KFC,3.8,1335,JP Nagar,Pizza,700,Yes,Yes
Truffles,3.4,471,Indiranagar,North Indian,400,Yes,No
Truffles,4.9,2001,Marathahalli,Pizza,400,Yes,Yes
Truffles,4.5,2385,Marathahalli,Fast Food,500,No,Yes
Domino's Pizza,4.0,2189,BTM,North Indian,1200,No,Yes
Burger King,4.5,1431,Indiranagar,South Indian,400,No,No
Burger King,3.8,1902,Indiranagar,North Indian,1000,Yes,No
Pizza Hut,3.7,181,Marathahalli,Biryani,800,Yes,Yes
Local Restaurant 1843,4.3,1717,Indiranagar,Fast Food,600,Yes,Yes
Cafe Coffee Day,4.3,1064,MG Road,American,1400,No,Yes
Subway,3.9,170,Jayanagar,Fast Food,800,No,No
Local Restaurant 1846,4.4,660,Whitefield,Chinese,700,Yes,No
Cafe Coffee Day,3.9,1051,Koramangala,Italian,1000,Yes,Yes
Subway,3.8,1921,Whitefield,South Indian,900,Yes,Yes
Truffles,4.8,1906,Koramangala,Cafe,1000,No,No
Local Restaurant 1850,4.4,895,Indiranagar,Fast Food,1400,Yes,Yes
Cafe Coffee Day,4.2,2197,Whitefield,North Indian,700,Yes,Yes
Domino's Pizza,4.2,1267,Jayanagar,Biryani,700,Yes,No
Truffles,3.7,1474,Banashankari,Italian,1200,No,No
Local Restaurant 1854,4.3,1418,JP Nagar,Pizza,1000,Yes,Yes
Meghana Foods,4.2,1725,HSR,Biryani,700,No,Yes
KFC,3.6,802,HSR,North Indian,900,Yes,No
Local Restaurant 1857,4.4,1280,Koramangala,Multi Cuisine,700,Yes,No
Meghana Foods,4.6,1872,Indiranagar,Italian,800,No,No
Empire Restaurant,4.5,1065,Marathahalli,Multi Cuisine,500,Yes,Yes
Pizza Hut,3.3,1081,Whitefield,North Indian,900,Yes,No
McDonald's,3.6,202,JP Nagar,Cafe,1000,Yes,No
KFC,4.0,710,JP Nagar,Cafe,500,Yes,Yes
Meghana Foods,4.8,2446,BTM,Fast Food,1200,No,No
Local Restaurant 1864,4.8,1367,Marathahalli,Pizza,700,No,Yes
Meghana Foods,4.8,1912,MG Road,Fast Food,1400,No,No
Burger King,4.5,693,BTM,Biryani,600,Yes,Yes
Truffles,3.4,959,MG Road,Italian,500,No,No
Truffles,3.4,479,Whitefield,North Indian,600,Yes,No
Local Restaurant 1869,4.6,1355,BTM,North Indian,1000,No,No
Local Restaurant 1870,4.5,1925,Banashankari,American,1000,Yes,No
Local Restaurant 1871,4.6,826,Banashankari,Cafe,800,Yes,No
McDonald's,4.3,1268,Jayanagar,Italian,800,Yes,No
Empire Restaurant,4.8,486,Marathahalli,Cafe,900,No,Yes
Truffles,4.8,298,JP Nagar,Pizza,1000,Yes,Yes
Burger King,3.7,753,Koramangala,Italian,900,Yes,Yes
Truffles,3.3,1750,BTM,Cafe,1200,Yes,Yes
Empire Restaurant,4.7,289,Banashankari,Biryani,1200,No,Yes
KFC,3.6,212,Whitefield,Cafe,900,Yes,Yes
McDonald's,3.7,388,Whitefield,Cafe,500,No,Yes
Local Restaurant 1880,4.5,262,HSR,Fast Food,900,Yes,No
Truffles,4.5,514,Indiranagar,Cafe,700,Yes,No
Burger King,4.3,1488,Jayanagar,American,1000,Yes,Yes
Pizza Hut,4.7,1579,Indiranagar,American,900,No,No
KFC,3.8,1103,JP Nagar,Fast Food,700,Yes,No
Cafe Coffee Day,3.5,2416,Banashankari,South Indian,800,Yes,No
Local Restaurant 1886,4.0,1772,Koramangala,American,1200,No,Yes
McDonald's,4.7,244,Koramangala,Pizza,500,No,No
KFC,4.1,954,Marathahalli,Cafe,1400,Yes,Yes
Meghana Foods,3.6,2413,Marathahalli,Italian,900,Yes,No
Pizza Hut,4.6,1511,Whitefield,Biryani,900,No,Yes
Truffles,3.9,1276,Koramangala,Cafe,400,No,Yes
Meghana Foods,3.9,2075,HSR,American,900,No,No
McDonald's,3.4,1449,BTM,Biryani,600,No,No
Burger King,4.0,2074,Whitefield,Biryani,500,Yes,No
Domino's Pizza,4.0,1732,MG Road,American,500,No,Yes
Local Restaurant 1896,3.8,1497,Banashankari,Chinese,500,Yes,Yes
Empire Restaurant,3.4,1966,Marathahalli,Italian,1400,Yes,Yes
Cafe Coffee Day,4.8,1562,BTM,Multi Cuisine,1200,Yes,Yes
Truffles,3.6,1729,Indiranagar,Pizza,800,Yes,No
Empire Restaurant,4.1,2431,MG Road,Italian,700,No,No
Burger King,4.1,1913,Marathahalli,American,900,No,No
McDonald's,4.6,1840,BTM,South Indian,1000,No,Yes
McDonald's,3.3,2359,Koramangala,American,1000,Yes,No
Local Restaurant 1904,4.1,2430,Jayanagar,Multi Cuisine,600,No,Yes
Local Restaurant 1905,3.4,1480,Whitefield,American,900,Yes,Yes
Domino's Pizza,4.5,649,MG Road,Multi Cuisine,1400,No,Yes
Local Restaurant 1907,3.4,1490,Koramangala,Pizza,500,No,Yes
Meghana Foods,3.3,1223,Whitefield,American,600,Yes,Yes
Subway,3.7,2347,Indiranagar,Chinese,1200,Yes,No
Meghana Foods,3.7,395,MG Road,Fast Food,600,No,Yes
Pizza Hut,4.1,1423,Marathahalli,American,700,No,No
McDonald's,3.3,1428,JP Nagar,Multi Cuisine,1400,Yes,No
Empire Restaurant,4.4,514,MG Road,Multi Cuisine,700,Yes,No
Pizza Hut,4.1,496,Whitefield,American,1000,Yes,No
Burger King,4.0,2310,Indiranagar,Italian,1400,No,No
Truffles,4.8,2139,Koramangala,American,1400,No,No
KFC,3.4,254,JP Nagar,Italian,700,Yes,Yes
Local Restaurant 1918,3.4,1731,Banashankari,Fast Food,600,Yes,No
Pizza Hut,3.4,2401,Jayanagar,Multi Cuisine,400,No,Yes
Empire Restaurant,4.6,256,Marathahalli,Italian,500,No,Yes
Cafe Coffee Day,4.0,1637,MG Road,Italian,1200,Yes,No
Pizza Hut,4.6,588,MG Road,North Indian,900,Yes,No
Subway,4.2,2057,Marathahalli,South Indian,500,No,Yes
Pizza Hut,3.6,1608,Indiranagar,North Indian,1000,Yes,Yes
KFC,4.2,387,Whitefield,American,600,No,No
Local Restaurant 1926,3.8,1918,HSR,South Indian,500,No,No
Domino's Pizza,4.3,1506,Marathahalli,Multi Cuisine,900,No,No
McDonald's,4.8,1912,JP Nagar,Fast Food,1400,Yes,No
Empire Restaurant,4.5,2016,JP Nagar,Italian,1400,Yes,No
Meghana Foods,4.7,356,Indiranagar,Chinese,700,Yes,No
Burger King,4.1,1350,Indiranagar,Biryani,600,Yes,Yes
Empire Restaurant,3.9,997,MG Road,Pizza,1400,No,Yes
Meghana Foods,4.4,446,JP Nagar,Italian,500,No,No
KFC,3.9,2092,HSR,South Indian,400,No,No
Cafe Coffee Day,3.4,491,Whitefield,Chinese,400,Yes,No
Cafe Coffee Day,4.1,1415,Marathahalli,Italian,1400,Yes,No
Local Restaurant 1937,4.1,1903,MG Road,Biryani,900,Yes,No
Local Restaurant 1938,3.3,1722,MG Road,American,1400,No,Yes
Empire Restaurant,4.4,176,Whitefield,Italian,1000,Yes,No
Burger King,4.5,1136,JP Nagar,Chinese,600,Yes,Yes
Pizza Hut,3.6,160,Banashankari,Fast Food,600,Yes,No
Pizza Hut,3.9,326,MG Road,Cafe,600,Yes,No
Burger King,4.9,1499,BTM,Fast Food,500,Yes,No
Local Restaurant 1944,4.3,2167,Koramangala,North Indian,700,No,Yes
Truffles,4.9,2277,Koramangala,Multi Cuisine,800,No,No
Domino's Pizza,4.0,615,Marathahalli,Pizza,1200,Yes,No
Domino's Pizza,4.1,2458,Whitefield,Cafe,1400,No,Yes
Burger King,4.0,509,Koramangala,American,600,No,Yes
Subway,3.6,1563,Marathahalli,Pizza,700,Yes,No
Empire Restaurant,4.8,1778,MG Road,Chinese,1200,Yes,Yes
Subway,3.8,1424,Marathahalli,Cafe,1400,No,No
Empire Restaurant,4.6,2056,Whitefield,Biryani,700,Yes,Yes
KFC,4.5,825,Koramangala,South Indian,400,No,Yes
Meghana Foods,4.7,1158,Koramangala,Pizza,700,Yes,No
Empire Restaurant,4.8,1155,BTM,Pizza,1000,No,Yes
KFC,4.0,1076,Jayanagar,Fast Food,900,Yes,Yes
Meghana Foods,3.3,2066,Koramangala,Biryani,800,No,No
McDonald's,3.3,2452,Koramangala,Cafe,500,No,No
Burger King,4.1,539,HSR,Biryani,1400,No,Yes
Local Restaurant 1960,4.5,948,BTM,North Indian,700,Yes,Yes
Empire Restaurant,4.4,982,Marathahalli,North Indian,800,No,No
Local Restaurant 1962,4.9,2159,Jayanagar,American,600,Yes,No
KFC,4.4,404,HSR,Pizza,600,No,Yes
KFC,3.4,1661,HSR,Biryani,1400,Yes,No
McDonald's,3.8,831,Banashankari,North Indian,500,No,No
Empire Restaurant,4.4,1184,Whitefield,Fast Food,1200,No,No
Pizza Hut,3.9,85,HSR,South Indian,800,No,Yes
McDonald's,4.0,248,JP Nagar,Italian,1000,Yes,No
Meghana Foods,3.6,709,BTM,Cafe,500,No,Yes
Local Restaurant 1970,4.0,344,BTM,Multi Cuisine,1000,Yes,No
Subway,3.8,1891,MG Road,Chinese,800,Yes,No
Truffles,4.7,1764,MG Road,Chinese,600,Yes,No
Cafe Coffee Day,3.3,503,Jayanagar,Multi Cuisine,1200,No,Yes
Empire Restaurant,3.5,995,Koramangala,Pizza,900,No,Yes
KFC,3.8,1761,Indiranagar,South Indian,900,No,Yes
McDonald's,3.9,323,HSR,North Indian,1200,Yes,Yes
KFC,3.3,1066,BTM,Biryani,1400,Yes,Yes
Subway,3.3,1611,JP Nagar,Pizza,500,No,No
Truffles,4.0,367,Banashankari,Multi Cuisine,500,No,Yes
KFC,3.9,84,Whitefield,American,1000,Yes,No
Cafe Coffee Day,3.7,239,Jayanagar,Cafe,900,No,Yes
Empire Restaurant,4.5,2451,Jayanagar,Chinese,1400,No,Yes
Subway,3.4,2283,Whitefield,Pizza,700,No,No
Pizza Hut,3.7,1055,JP Nagar,South Indian,1200,Yes,Yes
Domino's Pizza,3.5,1782,Banashankari,Biryani,1000,No,Yes
KFC,4.2,317,Whitefield,North Indian,900,Yes,No
Burger King,4.3,2457,Whitefield,Chinese,500,Yes,No
McDonald's,3.3,1401,MG Road,Multi Cuisine,800,Yes,Yes
Local Restaurant 1989,3.2,601,Whitefield,Pizza,900,Yes,Yes
Truffles,4.0,1817,HSR,Biryani,1400,Yes,No
Burger King,3.4,361,BTM,Italian,500,Yes,No
Empire Restaurant,3.6,266,JP Nagar,Cafe,600,No,Yes
KFC,4.2,509,Whitefield,South Indian,1000,No,Yes
Local Restaurant 1994,4.5,99,HSR,Multi Cuisine,1200,Yes,No
Cafe Coffee Day,4.2,2044,BTM,Multi Cuisine,1200,Yes,No
Local Restaurant 1996,4.3,1543,JP Nagar,American,1200,Yes,Yes
Burger King,4.9,556,Marathahalli,Biryani,600,No,Yes
Cafe Coffee Day,3.7,2470,Jayanagar,Italian,400,No,No
Empire Restaurant,4.7,2163,MG Road,Biryani,1200,No,No
